sku,location,forecast_date,forecasted_demand,confidence_p10,confidence_p50,confidence_p90,confidence_score,model_version,generated_at
SKU-012,Store-LA,2026-03-03,44.37,25.76,44.37,62.98,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-04,43.91,25.3,43.91,62.52,0.83,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-05,44.14,25.53,44.14,62.75,0.76,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-06,44.74,26.13,44.74,63.36,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-07,56.28,37.67,56.28,74.89,0.93,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-08,54.65,36.04,54.65,73.26,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-09,43.76,25.15,43.76,62.38,0.92,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-10,45.17,26.56,45.17,63.78,0.93,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-11,45.63,27.02,45.63,64.24,0.88,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-12,43.97,25.36,43.97,62.58,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-13,47.17,28.56,47.17,65.78,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-14,60.06,41.45,60.06,78.67,0.87,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-15,54.44,35.83,54.44,73.05,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-16,46.88,28.27,46.88,65.49,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-17,47.81,29.2,47.81,66.43,0.8,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-18,47.73,29.12,47.73,66.35,0.77,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-19,41.93,23.32,41.93,60.55,0.8,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-20,49.27,30.66,49.27,67.88,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-21,56.57,37.96,56.57,75.18,0.81,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-22,62.27,43.66,62.27,80.89,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-23,45.97,27.36,45.97,64.59,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-24,49.97,31.35,49.97,68.58,0.89,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-25,43.69,25.08,43.69,62.3,0.83,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-26,41.4,22.78,41.4,60.01,0.87,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-27,49.05,30.44,49.05,67.66,0.77,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-28,56.05,37.44,56.05,74.66,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-29,57.78,39.17,57.78,76.39,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-30,48.02,29.4,48.02,66.63,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-03-31,51.22,32.6,51.22,69.83,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-LA,2026-04-01,41.62,23.0,41.62,60.23,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-03,29.07,14.84,29.07,43.3,0.84,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-04,29.31,15.07,29.31,43.54,0.76,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-05,28.97,14.74,28.97,43.2,0.78,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-06,29.53,15.3,29.53,43.76,0.77,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-07,37.08,22.85,37.08,51.31,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-08,37.16,22.93,37.16,51.39,0.89,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-09,28.84,14.61,28.84,43.07,0.77,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-10,28.77,14.54,28.77,43.0,0.91,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-11,29.05,14.82,29.05,43.28,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-12,29.55,15.31,29.55,43.78,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-13,28.44,14.21,28.44,42.67,0.77,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-14,35.58,21.35,35.58,49.81,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-15,38.27,24.03,38.27,52.5,0.84,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-16,30.58,16.35,30.58,44.81,0.87,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-17,29.68,15.45,29.68,43.91,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-18,30.44,16.21,30.44,44.67,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-19,30.65,16.42,30.65,44.88,0.89,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-20,31.11,16.88,31.11,45.34,0.86,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-21,39.81,25.58,39.81,54.04,0.75,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-22,39.68,25.45,39.68,53.91,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-23,30.68,16.45,30.68,44.92,0.84,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-24,30.87,16.64,30.87,45.1,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-25,29.6,15.37,29.6,43.83,0.82,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-26,27.15,12.92,27.15,41.38,0.82,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-27,33.58,19.34,33.58,47.81,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-28,40.29,26.06,40.29,54.52,0.88,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-29,37.17,22.94,37.17,51.4,0.78,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-30,28.77,14.54,28.77,43.01,0.75,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-03-31,29.58,15.35,29.58,43.81,0.89,v1.0,2026-03-02 14:05:59
SKU-012,Store-CHI,2026-04-01,27.93,13.7,27.93,42.16,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-03,39.37,27.69,39.37,51.06,0.8,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-04,39.52,27.84,39.52,51.21,0.77,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-05,40.01,28.33,40.01,51.69,0.92,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-06,39.64,27.96,39.64,51.32,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-07,51.16,39.48,51.16,62.84,0.92,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-08,51.71,40.03,51.71,63.4,0.86,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-09,39.47,27.78,39.47,51.15,0.93,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-10,39.95,28.27,39.95,51.64,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-11,41.48,29.79,41.48,53.16,0.81,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-12,41.95,30.26,41.95,53.63,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-13,39.82,28.14,39.82,51.51,0.86,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-14,47.86,36.18,47.86,59.54,0.86,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-15,48.29,36.61,48.29,59.97,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-16,38.41,26.73,38.41,50.09,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-17,38.94,27.26,38.94,50.62,0.93,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-18,39.74,28.05,39.74,51.42,0.78,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-19,39.92,28.23,39.92,51.6,0.78,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-20,43.38,31.7,43.38,55.06,0.89,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-21,48.51,36.83,48.51,60.2,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-22,56.15,44.46,56.15,67.83,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-23,44.66,32.98,44.66,56.34,0.8,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-24,44.32,32.64,44.32,56.01,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-25,41.33,29.64,41.33,53.01,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-26,36.47,24.78,36.47,48.15,0.79,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-27,44.76,33.08,44.76,56.44,0.77,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-28,58.04,46.36,58.04,69.72,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-29,46.36,34.68,46.36,58.04,0.88,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-30,46.21,34.53,46.21,57.89,0.84,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-03-31,40.43,28.75,40.43,52.11,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-HOU,2026-04-01,42.73,31.05,42.73,54.41,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-03,27.15,15.24,27.15,39.07,0.8,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-04,27.27,15.36,27.27,39.19,0.82,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-05,27.45,15.53,27.45,39.36,0.83,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-06,27.48,15.56,27.48,39.39,0.78,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-07,34.41,22.49,34.41,46.32,0.91,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-08,33.89,21.97,33.89,45.8,0.85,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-09,27.58,15.67,27.58,39.5,0.76,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-10,26.26,14.35,26.26,38.18,0.87,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-11,28.22,16.31,28.22,40.14,0.94,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-12,26.86,14.95,26.86,38.78,0.78,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-13,28.35,16.43,28.35,40.26,0.86,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-14,35.95,24.03,35.95,47.87,0.91,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-15,33.14,21.23,33.14,45.06,0.76,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-16,26.6,14.69,26.6,38.52,0.78,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-17,29.42,17.51,29.42,41.34,0.87,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-18,29.41,17.49,29.41,41.32,0.88,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-19,27.57,15.66,27.57,39.49,0.95,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-20,30.15,18.24,30.15,42.07,0.86,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-21,38.37,26.45,38.37,50.28,0.88,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-22,36.9,24.98,36.9,48.81,0.83,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-23,25.21,13.3,25.21,37.13,0.77,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-24,29.8,17.88,29.8,41.71,0.8,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-25,25.1,13.18,25.1,37.02,0.83,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-26,27.84,15.93,27.84,39.76,0.76,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-27,26.45,14.53,26.45,38.37,0.81,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-28,32.95,21.04,32.95,44.87,0.75,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-29,39.37,27.45,39.37,51.29,0.8,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-30,31.04,19.12,31.04,42.95,0.88,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-03-31,26.09,14.17,26.09,38.0,0.9,v1.0,2026-03-02 14:05:59
SKU-012,Store-PHX,2026-04-01,27.32,15.41,27.32,39.24,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-03,46.65,29.21,46.65,64.1,0.85,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-04,46.53,29.08,46.53,63.97,0.91,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-05,46.56,29.11,46.56,64.0,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-06,46.04,28.59,46.04,63.48,0.92,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-07,59.97,42.52,59.97,77.41,0.84,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-08,61.08,43.64,61.08,78.53,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-09,48.49,31.04,48.49,65.93,0.81,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-10,45.29,27.85,45.29,62.74,0.9,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-11,49.01,31.57,49.01,66.46,0.76,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-12,47.91,30.47,47.91,65.36,0.78,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-13,49.56,32.12,49.56,67.01,0.77,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-14,58.03,40.59,58.03,75.48,0.78,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-15,60.06,42.61,60.06,77.5,0.76,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-16,45.74,28.29,45.74,63.18,0.93,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-17,49.83,32.38,49.83,67.28,0.78,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-18,45.47,28.02,45.47,62.92,0.76,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-19,46.18,28.74,46.18,63.63,0.88,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-20,47.73,30.28,47.73,65.17,0.88,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-21,56.16,38.71,56.16,73.6,0.83,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-22,61.21,43.77,61.21,78.66,0.77,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-23,52.59,35.14,52.59,70.03,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-24,50.35,32.9,50.35,67.79,0.76,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-25,53.44,35.99,53.44,70.88,0.87,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-26,43.89,26.45,43.89,61.34,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-27,53.22,35.77,53.22,70.66,0.91,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-28,65.73,48.28,65.73,83.17,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-29,60.24,42.79,60.24,77.68,0.91,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-30,53.01,35.56,53.01,70.45,0.85,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-03-31,52.72,35.28,52.72,70.17,0.84,v1.0,2026-03-02 14:05:59
SKU-013,Store-NYC,2026-04-01,49.84,32.39,49.84,67.28,0.85,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-03,53.38,32.15,53.38,74.62,0.8,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-04,53.55,32.31,53.55,74.78,0.93,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-05,53.97,32.74,53.97,75.21,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-06,54.16,32.93,54.16,75.39,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-07,66.87,45.64,66.87,88.1,0.92,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-08,67.15,45.92,67.15,88.38,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-09,52.23,30.99,52.23,73.46,0.78,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-10,53.0,31.77,53.0,74.24,0.86,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-11,53.79,32.55,53.79,75.02,0.8,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-12,53.38,32.14,53.38,74.61,0.83,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-13,53.86,32.63,53.86,75.09,0.88,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-14,68.4,47.17,68.4,89.64,0.76,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-15,66.84,45.6,66.84,88.07,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-16,51.5,30.27,51.5,72.73,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-17,54.68,33.45,54.68,75.91,0.8,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-18,53.62,32.39,53.62,74.86,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-19,53.16,31.93,53.16,74.39,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-20,56.1,34.87,56.1,77.33,0.84,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-21,74.52,53.29,74.52,95.75,0.83,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-22,70.32,49.08,70.32,91.55,0.85,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-23,58.38,37.15,58.38,79.61,0.85,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-24,56.59,35.36,56.59,77.83,0.79,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-25,53.41,32.18,53.41,74.64,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-26,55.21,33.98,55.21,76.44,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-27,52.98,31.74,52.98,74.21,0.87,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-28,74.73,53.5,74.73,95.97,0.79,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-29,64.75,43.51,64.75,85.98,0.87,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-30,54.49,33.25,54.49,75.72,0.83,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-03-31,54.97,33.74,54.97,76.2,0.92,v1.0,2026-03-02 14:05:59
SKU-013,Store-LA,2026-04-01,51.69,30.45,51.69,72.92,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-03,67.0,43.17,67.0,90.83,0.87,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-04,66.69,42.86,66.69,90.51,0.93,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-05,66.86,43.03,66.86,90.69,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-06,68.08,44.25,68.08,91.91,0.88,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-07,86.92,63.09,86.92,110.74,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-08,83.7,59.87,83.7,107.52,0.83,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-09,69.23,45.4,69.23,93.06,0.77,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-10,65.68,41.86,65.68,89.51,0.8,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-11,64.92,41.09,64.92,88.75,0.79,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-12,65.09,41.26,65.09,88.92,0.78,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-13,64.4,40.57,64.4,88.22,0.92,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-14,90.27,66.44,90.27,114.1,0.87,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-15,90.67,66.84,90.67,114.49,0.85,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-16,72.21,48.39,72.21,96.04,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-17,67.83,44.0,67.83,91.65,0.8,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-18,70.28,46.46,70.28,94.11,0.92,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-19,64.13,40.3,64.13,87.96,0.93,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-20,63.67,39.84,63.67,87.5,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-21,82.87,59.05,82.87,106.7,0.79,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-22,87.35,63.52,87.35,111.17,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-23,75.84,52.02,75.84,99.67,0.81,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-24,64.06,40.23,64.06,87.88,0.76,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-25,73.08,49.25,73.08,96.91,0.83,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-26,73.34,49.52,73.34,97.17,0.93,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-27,73.23,49.4,73.23,97.06,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-28,82.36,58.53,82.36,106.19,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-29,84.53,60.7,84.53,108.36,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-30,78.49,54.66,78.49,102.31,0.87,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-03-31,73.3,49.47,73.3,97.13,0.93,v1.0,2026-03-02 14:05:59
SKU-013,Store-CHI,2026-04-01,78.1,54.27,78.1,101.93,0.87,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-03,60.05,38.1,60.05,82.0,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-04,59.72,37.77,59.72,81.67,0.84,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-05,61.17,39.22,61.17,83.12,0.8,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-06,59.76,37.81,59.76,81.71,0.91,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-07,74.95,53.0,74.95,96.9,0.83,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-08,78.8,56.85,78.8,100.75,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-09,60.16,38.21,60.16,82.11,0.88,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-10,59.5,37.55,59.5,81.45,0.9,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-11,62.6,40.65,62.6,84.55,0.9,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-12,61.84,39.89,61.84,83.79,0.9,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-13,61.19,39.24,61.19,83.13,0.83,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-14,75.8,53.85,75.8,97.75,0.92,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-15,74.26,52.31,74.26,96.2,0.93,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-16,64.0,42.05,64.0,85.95,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-17,61.34,39.39,61.34,83.29,0.79,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-18,60.26,38.31,60.26,82.2,0.79,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-19,63.34,41.4,63.34,85.29,0.86,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-20,57.8,35.85,57.8,79.75,0.76,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-21,77.69,55.74,77.69,99.64,0.82,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-22,84.99,63.04,84.99,106.94,0.78,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-23,61.67,39.72,61.67,83.62,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-24,63.18,41.23,63.18,85.13,0.78,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-25,66.27,44.32,66.27,88.21,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-26,55.38,33.44,55.38,77.33,0.94,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-27,57.93,35.98,57.93,79.88,0.86,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-28,83.44,61.49,83.44,105.39,0.88,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-29,78.78,56.83,78.78,100.73,0.89,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-30,67.56,45.61,67.56,89.51,0.84,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-03-31,69.32,47.37,69.32,91.27,0.91,v1.0,2026-03-02 14:05:59
SKU-013,Store-HOU,2026-04-01,56.03,34.08,56.03,77.97,0.86,v1.0,2026-03-02 14:05:59
SKU-013,Store-PHX,2026-03-03,68.32,43.63,68.32,93.02,0.92,v1.0,2026-03-02 14:05:59
